Title,Author Name,Rating,Review,Size,Helpfullness,Review_Date
"
Shrink 2 sizes in the sun.
",Jay,1.0 out of 5 stars,"

  They got wet, I let them sit in the sun for a while. They are now two sizes too small!!!

",Size: 13 Women/11 MenColor: Tangerine,,"Reviewed in the United States on November 27, 2020"
"
These are not the same shoe they used to be.
",Jess,1.0 out of 5 stars,"

  I adore my old crocs. I excitedly bought a yellow pair in the same exact size. When they arrived they were way too tight. I'm not sure what happened but this has been incredibly disappointing. I needed to return them because there was no way they were going to properly fit my foot. I still want a pair but I am worried that the next size up will not fit correctly either.

",Size: 9 Women/7 MenColor: Lemon,,"Reviewed in the United States on January 18, 2019"
"
Quality not consistent
",Deebot,1.0 out of 5 stars,"

  Wow the quality of these were not the same as the ones I bought on sale from Nordstrom rack. The sizing was way off and now they are made in china and not USA

",Size: 10 Women/8 MenColor: Lemon,,"Reviewed in the United States on August 9, 2020"
"
Disappointed with color
",Lisa,1.0 out of 5 stars,"

  I ordered the garnet ones and they look brown not red....

",Size: 11 Women/9 MenColor: Garnet,,"Reviewed in the United States on November 25, 2019"
"
Frustrated.
",klynn88,2.0 out of 5 stars,"

  Citrus is NOT yellow!! It’s green!!!

",Size: 8 Women/6 MenColor: Citrus,,"Reviewed in the United States on December 12, 2019"
"
Size varies
",Melva Chadek,1.0 out of 5 stars,"

  It was a gift for my grandson and eventhough it was the same size as another pair I ordered, these were small.

",Size: 12 Women/10 MenColor: Grass Green,,"Reviewed in the United States on August 30, 2020"
"
these are not as comfortable as last pair
",JRAT,2.0 out of 5 stars,"

  made in China now used to be made in Mexico. they seem narrower and the inside nubs are different,  material seems different.. switching to sandals

",Size: 12 Women/10 MenColor: Navy,2 people found this helpful,"Reviewed in the United States on November 22, 2015"
"
Fraudulent Charges
",Tiffany,1.0 out of 5 stars,"

  Got the shoes and they were as expected. What was not expected is the fraudulent charges on my card. Buyer beware.

",Size: 14 Women/12 MenColor: Slate Grey,,"Reviewed in the United States on July 22, 2020"
"
These are not real crocs. Real crocs are made ...
",Kaitlynn,1.0 out of 5 stars,"

  These are not real crocs. Real crocs are made in China...these are made in Mexico which it says on the bottom of the shoe

",Size: 7 Women/5 MenColor: Khaki,,"Reviewed in the United States on May 3, 2017"
"
Didn't last a month
",David J Estrada,1.0 out of 5 stars,"

  I bought these to replace an earlier pair which were just great, and which I wore for two years.

",,,"Reviewed in the United States on January 2, 2020"
"
Too small
",Kelsie ,3.0 out of 5 stars,"

  Smaller then usual, and shoes were discolored upon taking out of package.

",Size: 7 Women/5 MenColor: White,,"Reviewed in the United States on July 20, 2020"
"
I returned the product, waiting for refund
",Armory,1.0 out of 5 stars,"

  Too small for my grandson

",Size: 9 Women/7 MenColor: Pepper,,"Reviewed in the United States on October 18, 2020"
"
Fit is great and comfortable until it gets wet
",Timothy P. Hilliard,3.0 out of 5 stars,"

  Fit is great and comfortable until it gets wet. I went with a larger size(I feet are 10 1/2 and I always buy size 11)  than my feet and slide around ALOT, in these, when wet.

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on October 15, 2014"
"
too wide
",ROBIN,1.0 out of 5 stars,"

  They should make a narrow version for women's feet.  These were meant for someone with insanely wide feet and that doesn't need any arch support.  Disappointing.

",Size: 9 Women/7 MenColor: Navy,One person found this helpful,"Reviewed in the United States on November 5, 2014"
"
Wears out on the inside and the soles much faster ...
",D.T.,2.0 out of 5 stars,"

  Wears out on the inside and the soles much faster than crocs we purchased previously. Will no longer buy crocs.

",Size: 11 Women/9 MenColor: Navy,,"Reviewed in the United States on February 27, 2017"
"
Sizing is Off
",Gabrielle Kippen,1.0 out of 5 stars,"

  The product was much smaller than anticipated. I wish I could return, but it is too late.

",Size: 7 Women/5 MenColor: White,,"Reviewed in the United States on September 24, 2020"
"
A little disappointing for a long time crocs wearer..
",Janet's Hartsburg,3.0 out of 5 stars,"

  I've been a dedicated crocs wearer for years for both work and play. I probably haven't bought a new pair for a couple years but finally decided it was necessary for safety reasons (when the tread is totally worn off they can be very slippery). The pair that I purchased was an A+ for comfort, as always. However, the construction of the shoe has been cheapened considerably. The straps spontaneously pop off, requiring that you realign and replace the heel strap to the croc. Have crocs become a victim of their own popularity..?

",Size: 6 Women/4 MenColor: Chocolate,,"Reviewed in the United States on September 16, 2011"
"
it was not gift wrap
",Laquita Tucker,1.0 out of 5 stars,"

  the box

",Size: 9 Women/7 MenColor: Neo Mint,,"Reviewed in the United States on October 6, 2020"
"
Arrived a little oily
",Donna,3.0 out of 5 stars,"

  My Crocs arrived with a slippy oily film in the inside of the crocs also they ran smaller than the other ones i own... Same size... Both are the clog style. The crocs are also not as soft as my other ones.. I wonder if the material is different. They still are good... Hopefully they feel better after i wear them for awhile.

",Size: 10 Women/8 MenColor: Black,,"Reviewed in the United States on March 27, 2014"
"
Nice clog but they rub the top of my foot.
",Patty Smith,3.0 out of 5 stars,"

  These crocs are extremely practical despite the way they look. Feels like you are walking on air.  They are great when I wear socks with them but when I go without socks, they rub the top of both of my feet in the same place (where you would normally have shoe laces on a shoe) causing blisters/cuts.  Maybe I just need to get used to them, not sure.  Anyhow, these are great clogs with one major drawback.

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on July 22, 2011"
"
The sole is a bit slipper but fine if you work out in a gym
",Season,3.0 out of 5 stars,"

  Forgot this brand runs small. The sole is a bit slipper but fine if you work out in a gym.

",Size: 8 Women/6 MenColor: Khaki,,"Reviewed in the United States on December 2, 2015"
"
Need to exchange for smaller size but cannot reach Amazon to do so
",Connie Kane,1.0 out of 5 stars,"

  Need smaller size

",Size: 7 Women/5 MenColor: Lavender,,"Reviewed in the United States on December 25, 2020"
"
Crocs
",Jug 45s,3.0 out of 5 stars,"

  My crocs r great but when I first received them in the mail I pulled them out of the box and the tops and back foot bands were all crunched up and was kind of uncomfortable but after about a month wearing them here and there. They went back to there original shape. So all worked out and they fit great

",Size: 11 Women/9 MenColor: Chocolate,,"Reviewed in the United States on August 20, 2012"
"
what happen to crocs
",M. J. Bryson,1.0 out of 5 stars,"

  Recently I purchased a new pair of crocs as I need a choco color.  I have had a pair for several years.  I sent the new pair back as they were uncomfortable, stiff and hard.  What happen to the soft rubber soles that soften each step.  I wish products that were good to excellent would not use lower quality material that changes the comfort level they once had.  I will not purchase crocs in the future. There is a huge difference. My four dollar off brand for gardening felt more comfortable than those new shoes.

",Size: 12 Women/10 MenColor: Black,16 people found this helpful,"Reviewed in the United States on February 26, 2010"
"
Size up, not down.
",seth ford ,1.0 out of 5 stars,"

  Got these for my gf, on crocs website says to size down if u are half size... she wears an 8.5, but the 8 was too small. Had to return, which sucked Bc it was one of my gifts to her for our anniversary.

",Size: 8 Women/6 MenColor: White,,"Reviewed in the United States on September 23, 2018"
"
Crocs has horrible customer service and does not stand behind their products
",Wendy M. Stelzer,1.0 out of 5 stars,"

  Rivets that hold the straps to the shoes broke a month after the 90 day Crocs warrant was up. Crocs would not send a replacement rivet. Shoes were barely worn. Crocs has horrible customer service and does not stand behind their products.

",Size: 7 Women/5 MenColor: Black,,"Reviewed in the United States on July 12, 2017"
"
Very confortable
",Charles,3.0 out of 5 stars,"

  I purchased my crocs and liked them very  much. However,  keep in mind they run bigger than your actual size. I had to buy a new pair 1 size smaller so I won`t look like a cat with boots!!

",Size: 10 Women/8 MenColor: Black,,"Reviewed in the United States on December 28, 2010"
"
Comfortable, yes
",Aam223,3.0 out of 5 stars,"

  My feet sweat while I'm wearing those.Comfortable, yes, but makes my feet sweat very heavily.

",Size: 11 Women/9 MenColor: Chocolate,,"Reviewed in the United States on August 22, 2014"
"
Box you gifts
",Tiffiny C Stewart,3.0 out of 5 stars,"

  They are fine the only problem was they came in a plastic bag and my husband got the package and knew what they were. No surprise for Christmas.

",Size: 12 Women/10 MenColor: Black,,"Reviewed in the United States on December 7, 2016"
"
Wrong size!
",Razel42,1.0 out of 5 stars,"

  I ordered a size 11 and got a size 13 - In Afghanistan, so it's not like I can just return them.... booo - clown shoes

",Size: 13 Women/11 MenColor: Black,One person found this helpful,"Reviewed in the United States on November 1, 2011"
"
I like how they feel on standing and walking a lot
",Evelyn,3.0 out of 5 stars,"

  I ordered these when I was in clinical, I didn't have time to exchange the size, they are ok. I like how they feel on standing and walking a lot. They inspired me to buy another pair.

",Size: 9 Women/7 MenColor: White,,"Reviewed in the United States on September 6, 2014"
"
Three Stars
",Tami,3.0 out of 5 stars,"

  One pair I ordered fit, the other pair was too small. Sizing was confusing.

",,,"Reviewed in the United States on August 15, 2014"
"
They don’t fit me
",Kianna,1.0 out of 5 stars,"

  They fit me too small

",Size: 5 Women/3 MenColor: White,,"Reviewed in the United States on June 18, 2020"
"
wrong size
",chauncey2,1.0 out of 5 stars,"

  I ordered 2 pairs of shoes, both from the same page, which was sorted by size.The order came, both pairs of different size, and Amazon says I ordered them that way.Never again.

",Size: 8 Women/6 MenColor: Black,2 people found this helpful,"Reviewed in the United States on August 22, 2011"
"
Be careful
",Alexis Dun,1.0 out of 5 stars,"

  Everything was fine but my strap was broken when I got them

",Size: 8 Women/6 MenColor: White,,"Reviewed in the United States on March 25, 2019"
"
Oversized and needs replacement
",Gizachew ,1.0 out of 5 stars,"

  I need to return and then replacement

",Size: 18 Women/16 MenColor: Khaki,,"Reviewed in the United States on December 23, 2019"
"
Disappointed
",louise,1.0 out of 5 stars,"

  I was very surprised and disappointed when I received these crocs.  I have worn crocs for about three years and when these arrived I couldn't believe how much smaller they were than the ones I already have even though they were marked as being the same size! Rather than bother to return them, I am going to give them to Goodwill and hope someone can use them.

",Size: 9 Women/7 MenColor: Navy,One person found this helpful,"Reviewed in the United States on September 6, 2012"
"
Three Stars
",debviveiros,3.0 out of 5 stars,"

  it's a little big but it's comfortable

",Size: 9 Women/7 MenColor: Chocolate,,"Reviewed in the United States on October 21, 2014"
"
Comfortable for long shifts
",Amazon Customer,2.0 out of 5 stars,"

  Comfortable for long shifts, but get warm, feet become sweaty sometimes, I ordered white, so naturally they are dirty quickly

",Size: 13 Women/11 MenColor: White,,"Reviewed in the United States on July 1, 2018"
"
Very Disappointed
",Dan323,1.0 out of 5 stars,"

  I wear a size 8.5 to 9.0 men's shoe. I read the reviews on here and people said to round down,so I did. I ordered a size 8 croc. The shoe arrived on time,actually early. But! Rounding down one size was incorrect,these shoes are HUGE. My son wears a size 10 and they fit ok on him. I received them today and they are being returned today. Even with socks they are so big they will not stay on my foot. That includes using the strap,they are just to big. I have no idea who measures the size of these things but they really need to learn how to read and measure. They are way off. Now to top it off I am being charged to return these.

",Size: 10 Women/8 MenColor: Black,28 people found this helpful,"Reviewed in the United States on January 30, 2012"
"
Unsatisfied
",Edward Omalley,1.0 out of 5 stars,"

  Crocs Cayman Shoe for Adults:  This was the 2nd pair of Crocs Cayman shoes that I bought on line.  The first pair was perfect.  This pair was made out of hard rubber and had no give to them at all.  They are not able to be worn.  Also, I felt the shipping charge was excessive.  The first pair of Crocs I ordered were the exact same price and included free shipping.  I will not be doing any more business with Amazon, unless you people resolve my complaint to my satisfaction.

",,8 people found this helpful,"Reviewed in the United States on October 14, 2008"
"
Not for me
",Eco,2.0 out of 5 stars,"

  Not a good fit for my feet, which are long and thin; my toes scrubbed against the front of the shoe, so I had to send them back :(

",Size: 10 Women/8 MenColor: Navy,One person found this helpful,"Reviewed in the United States on December 21, 2010"
"
Question of sizing
",rix,3.0 out of 5 stars,"

  I thought I was duplicating what I have worn for 2 years. And it may be so, the older pair spreading somewhat over time. Yet the size spec seems to suggest the manufacturer has shifted the designation too. I would probably have fit a half or full size larger better.

",Size: 9 Women/7 MenColor: Black,,"Reviewed in the United States on January 14, 2015"
"
It was recommended if you wear a half size to order the ...
",Tri,3.0 out of 5 stars,"

  It was recommended if you wear a half size to order the smaller whole size so it is a little tight in the toe.  Also, found the same shoe on eBay for three dollars less with free shipping.

",Size: 9 Women/7 MenColor: Black,,"Reviewed in the United States on May 25, 2015"
"
Crocs Classics somewhat small
",Ian Mazursky,3.0 out of 5 stars,"

  It seems the sizing is way off on all crocs.  I'm usually a 9.5 mens in almost all shoes but a 7 just barely fits.They're tighter then i would have liked and the strap is not really comfortable.  I flipped it out of the way so they're usable.For around the house shoes, they're ok.  Not great, not bad.As for foot protection, i like them.  So far they have saved my toes from a chair leg, door and a piece of glass.That’s pretty much what i bought them for.  When these are worn out, ill probably get an 8 but they really need to do something about the sizing!.

",Size: 9 Women/7 MenColor: Black,3 people found this helpful,"Reviewed in the United States on July 17, 2014"
"
Sizing Problem
",Jose R. Soto,3.0 out of 5 stars,"

  Despite the product has a good quality, i am not satisfied with the sizing, because it dosn't seem to be standard, i tried the same model before i buy it and when the product arrived was sligthly smaller, dosn't fit as i wanted

",Size: 12 Women/10 MenColor: Black,,"Reviewed in the United States on November 24, 2012"
"
I am not satisfied with the received
",Zoila Vizcarrondo,1.0 out of 5 stars,"

  I received the product in good condition but not the size I ordered. Buy a size 8, size 8 woman and sent a man. I am not satisfied with the receivedCrocs Classic Clog,Khaki,Women's 8 M US/Men's 6 M US

",Size: 8 Women/6 MenColor: Khaki,One person found this helpful,"Reviewed in the United States on August 27, 2012"
"
Poor manufacturing
",Amazon Customer,2.0 out of 5 stars,"

  The fit was actually ok. the problem was one heel strap was longer than the other. It hung over the end of the shoe making the shoe a clog.

",,,"Reviewed in the United States on July 19, 2017"
"
Shoe is great
",Brett Becker,3.0 out of 5 stars,"

  Received 2 different sized shoes so pay attention when they come.  Shoe is great quality

",Size: 9 Women/7 MenColor: White,,"Reviewed in the United States on December 28, 2017"
"
Crocs
",JC,3.0 out of 5 stars,"

  I ordered these shoes for my 28 year old son.  He had worn the shoes about two weeks when the strap on one of the shoes came loose and of course, not in a way that could be repaired.  I would think that what I paid for these shoes they should have been better constructed than that!

",Size: 13Color: Black,,"Reviewed in the United States on August 25, 2010"
"
they are a little big
",Christopher M. Carrigan,3.0 out of 5 stars,"

  Received them on time, just a little big, thought they would fit like my other pair that are an XL- 10-11 men. I ordered 11 men, should've went 10 men, oh well, they will still work for what i'm using them for.

",Size: 13 Women/11 MenColor: Black,,"Reviewed in the United States on July 14, 2011"
"
A health Hazard
",como651,1.0 out of 5 stars,"

  I used to love Crocs.  My first pair were the Classics then I got the slippers then the Yukon Sports and told everyone how great they were.  I could not have been so far from the truth.  These shoes keep podiatrists in business.  After 3 years of wearing my Classics nearly every day of the summer and spring I started to feel a growing discomfort in my knees when walking and especially when going down steps and began to suspect the Crocs when I noticed uneven treadwear.  I went to a podiatrist and he said the Crocs due to their spongy sole where not providing support or stabilizing my knees correctly.  He said I was experiencing pronation as a result which explained the uneven tread wear. He recommended Keen shoes instead.  I tried them on and it was immediate relief.  I could literally feel the pressure redistribute in my knees.  It felt like someone opened a pressure valve within my knee joints!  I also learned Crocs act as isolators and cause static electricity buildup which explains now why I regularly would get shocked when stepping out of my van.  Lastly, they are slippery as snot on wet concrete.  Almost went down several times.  They may feel soft on the feet but these things are the devil in disguise.

",Size: 13 Women/11 MenColor: Black,37 people found this helpful,"Reviewed in the United States on August 11, 2011"
"
too large for size specified
",T. G. Casti,3.0 out of 5 stars,"

  they fit slightly loose compared to the same size I have in a different color; other than that, they are made very sturdy

",Size: 10 Women/8 MenColor: Black,,"Reviewed in the United States on October 6, 2012"
"
broken strap on shoe
",Beverly A. Covington,3.0 out of 5 stars,"

  Received the size 9 croc sandal but my toes hit the op of the shoe uncomfortably. Obvious no half sizes. The right shoe strap on the inside is not connectred well and keeps falling off.  I will not buy another pair.  Beverly Covington

",Size: 9 Women/7 MenColor: White,,"Reviewed in the United States on September 12, 2010"
"
Clogs
",Quilter,2.0 out of 5 stars,"

  The unisex clogs are too big for a women's foot. Much too wide. I don't know why they think men and women's feet are the same wide. Some of us have narrow feet

",Size: 8 Women/6 MenColor: Navy,,"Reviewed in the United States on August 13, 2013"
"
Size are not always correct
",Kenny Mead,3.0 out of 5 stars,"

  This is the second pair we ordered.  The first pair came quickly and was a true womens 8m.  We ordered a second pair, a women's 9m,  it has that size on the shoe but it is the same size as the first pair we ordered, which was very disappointing

",Size: 9 Women/7 MenColor: Khaki,,"Reviewed in the United States on October 7, 2008"
"
Run large
",Skibum507,3.0 out of 5 stars,"

  Ordered a size 9 like I normally wear in sneakers and they are two large should have gone with 1 size lower

",Size: 11 Women/9 MenColor: Black,,"Reviewed in the United States on August 14, 2013"
"
Two Stars
",Quain,2.0 out of 5 stars,"

  Not like the old Crocs. The back of the shoe is wider than the same style used to be.

",Size: 9 Women/7 MenColor: Khaki,,"Reviewed in the United States on May 19, 2015"
"
Sizing woefully wrong
",livin' in new england,1.0 out of 5 stars,"

  The Crocs came packaged appropriately and in due time.  The size was way off and was 2 sizes smaller than what is said on the bottom of the shoe as well as on the tag. They said made in China.  I bought them for my husband to replace the same pair he owned-same style and size and color but his old pair said made in Canada.  So buyer beware.

",Size: 11 Women/9 MenColor: Chocolate,14 people found this helpful,"Reviewed in the United States on August 3, 2010"
"
One Star
",asd,1.0 out of 5 stars,"

  I wear a size 4-6 in crocs m, how do I know what soze fits me

",Size: 8 Women/6 MenColor: New Mint,One person found this helpful,"Reviewed in the United States on April 25, 2016"
"
it has not tha same quality as other purchased directly from the store
",Armando E Fuenmayor,2.0 out of 5 stars,"

  it has not tha same quality as other purchased directly from the store.one is larger than the other, despite having the same size

",Size: 10 Women/8 MenColor: Chocolate,,"Reviewed in the United States on April 12, 2011"
"
now right stripe would easily drop
",ZHANG,1.0 out of 5 stars,"

  one button of right shoe is broken when it arrived.now right stripe would easily drop off

",Size: 10 Women/8 MenColor: Navy,,"Reviewed in the United States on June 16, 2015"
"
They are trrable
",joshua garcia,1.0 out of 5 stars,"

  These are literally the ugliest things on earth

",Size: 14 Women/12 MenColor: Black,,"Reviewed in the United States on January 7, 2015"
"
crocs
",Katherine Hamilton,1.0 out of 5 stars,"

  I am not impressed with the crocs. In the past I bought the look alikes from payless for less then half the price. I feel the look alikes feel allot better then the crocs. I have also had nothings that look like crocs and cost close to the price as crocs and thinking  crocs would feel like them. I will not by crocs again..I will go to payless.

",Size: 10 Women/8 MenColor: Black,5 people found this helpful,"Reviewed in the United States on July 1, 2008"
"
Crocs
",Mitch,3.0 out of 5 stars,"

  I love these shoes . They are very comfy and work great in the water but I wee bit bigger than expected

",Size: 14 Women/12 MenColor: Black,,"Reviewed in the United States on August 17, 2013"
"
Horrible return policy
",Jennifer,1.0 out of 5 stars,"

  I ordered these crocs over the summer for my day camp job. But what I did not know was that they run big. I got a size 7 in this color and a size 6 in the purple. I only used the purple ones during the summer. The other day I was cleaning out my closet and found this khaki crocs, and I no longer want them. When I tried at least returning or getting Amazon credit I was told no because the deadline date had passed. But I don't get if it is in it's original packaging. HORRIBLE!!!!!! Will never order shoes from this site!

",Size: 7 Women/5 MenColor: Khaki,One person found this helpful,"Reviewed in the United States on November 6, 2012"
"
Not as shown
","Twinkletoes ""Jeanne""",3.0 out of 5 stars,"

  These crocs are definitely grape (purple) and not rosy pink as shown.  I love my crocs (this is my fourth pair) but I didn't receive what I thought I was ordering.

",,,"Reviewed in the United States on February 10, 2010"
"
I RECIVED DIFFERENT COLOR
","HDE 7"" Tablet Stand with USB Keyboard - Black Faux Leather Carrying Case",1.0 out of 5 stars,"

  I BUY THE WHITE COLOR BUT SENT ME THE COLOR BLACK, VERY BAD, THANK YOU.I BUY THE WHITE COLOR BUT SENT ME THE COLOR BLACK, VERY BAD, THANK YOU.

",Size: 9 Women/7 MenColor: White,One person found this helpful,"Reviewed in the United States on December 27, 2011"
"
sizing is off
",Vicki F,3.0 out of 5 stars,"

  THIS ITEM DOES NOT RUN TRUE TO SIZE.  VERY BIG - PROBABLY 2 SIZES BIGGER THAN A NORMAL SHOE.

",Size: 13 Women/11 MenColor: Black,20 people found this helpful,"Reviewed in the United States on October 12, 2008"
"
WRONG SIZE AND COLOR
",JC,1.0 out of 5 stars,"

  The item received was the wrong color and most importantly the WRONG SIZE, cost more to return from a deployment than it worth............:(

",Size: 10 Women/8 MenColor: Black,2 people found this helpful,"Reviewed in the United States on June 4, 2012"
"
Crocs
",Eric A. Nelson,1.0 out of 5 stars,"

  Poor - The strap broke after only 1 week. I guess I know why they were cheap with free shipping.

",Size: 14 Women/12 MenColor: Black,One person found this helpful,"Reviewed in the United States on July 22, 2010"
"
wrong sizing
",M. Friel,1.0 out of 5 stars,"

  Crocs are marked M10 / W12.. Since when are women's sizes LARGER than men's.  Had to return them since I was looking for an actual men's 10.. These were way too large.Amazon said it was my mistake for orering the wrong size.  Ha.

",Size: 12 Women/10 MenColor: Black,One person found this helpful,"Reviewed in the United States on December 14, 2011"
"
Inconsistent shoe sizes
",Helen Murray,2.0 out of 5 stars,"

  I ordered two pairs of Crocs - one pair of thongs and one pair of cayman crocs. I used the sizing chart provided and ordered both pairs in M5/W7. However, when they arrived, while the Thongs fit perfectly, with room to wiggle, the Caymans were way too small (I'd almost say a full size too small). The Thongs were ""made in China"" and the Caymans ""made in Mexico"". I went to my local store and discovered that they receive Croc orders which are often made in multiple countries. It would appear to me that there is no ""standard"" mold used. So beware - just because you have tried them on in a store and think you have the correct size - you may end up getting a larger or smaller size, depending on where they are manufactured.

",Size: 7 Women/5 MenColor: Khaki,490 people found this helpful,"Reviewed in the United States on June 26, 2008"
"
expected more
",gavin francis,1.0 out of 5 stars,"

  Need to be more hand free equipped

",Size: 8 Women/6 MenColor: Navy,,"Reviewed in the United States on August 13, 2014"
"
Really comfortable to wear
",Leo,3.0 out of 5 stars,"

  I ordered this slip-on shoes and the shoes is really comfortable. I like it.

",Size: 10 Women/8 MenColor: Black,One person found this helpful,"Reviewed in the United States on February 21, 2020"
"
Did not fit good
",Jackie Smith,1.0 out of 5 stars,"

  Sucked - not sure if these are knock off crocks or what

",Size: 14 Women/12 MenColor: Black,,"Reviewed in the United States on May 26, 2020"
"
Runs a bit small
",Charlie,3.0 out of 5 stars,"

  I'm a size 5 in mens and this might as well been a 4.5. The width is good and it has nice support but it has absolutely no toe room for me ;(

",Size: 7 Women/5 MenColor: Lemon,,"Reviewed in the United States on October 9, 2020"
,Sabb0r,1.0 out of 5 stars,"

  Wir haben gleich 3 Paar dieser Schuhe in unterschiedlichen Größen und Farben gekauft. Da wir diese Schuhe im Garten und auf der Terrasse benutzen wollten, lagen sie bei uns immer draußen. Nach einigen Tagen in der Sonne sind sie so eingeschrumpelt, dass man unmöglich noch seinen Fuß hinein bekommt. Die schwarze 43/44 passt höchstens noch jemandem mit Schuhgröße 36, und die dunkelblaue 42/43 kann niemand mehr tragen, da sie sich zusätzlich auch noch vorne extrem nach oben gebogen haben und jetzt gute Clownsschuhe beim Kinderfasching wären. Das dritte Paar hat sich nur ein wenig verzogen, vermutlich weil es die hellblauen waren und da die Sonne nicht so draufbrezelt. Geht jedenfalls überhaupt nicht für den Preis! Hätte ich bei 5€ Schuhen erwartet. Wenigstens ein Hinweis, dass man die Schuhe nicht in die Sonne legen darf, wäre wichtig!

",Size: 11 Women/9 MenColor: Navy,102 people found this helpful,"Reviewed in Germany on June 22, 2018"
,Besserwisser,1.0 out of 5 stars,"

  Die Schuhe passen gut und sind bequem. Da ich sie hauptsächlich im Garten und auf der Terrasse benutzt habe, standen sie logischerweise auch mal in der Sonne - mit dem Ergebnis, dass sie nach nur 3-4 Wochen mindestens 3 Größen geschrumpft sind! Im ersten Moment dachte ich, dass ein Kind seine Schuhe aus Versehen bei uns stehen gelassen hat, weil ich mir gar nicht erklären konnte, wieso ich plötzlich nicht mehr in die Schuhe passte!Dabei wirbt der Hersteller mit ""der perfekte Schuh für Strand oder Boot!"" Nur darf die Sonne eben nicht länger scheinen. Amazon hat kulanterweise den Schuh zurückgenommen und den Kaufpreis erstattet, obwohl die Frist zur Rückgabe bereits verstrichen war.Da bereits mehrere Käufer von demselben Phänomen berichten, sollte man den Schuh auf keinen Fall kaufen, wenn man vorhat, ihn auch draußen zu benutzen. Sehr enttäuschend.

",Size: 8 Women/6 MenColor: Slate Grey,78 people found this helpful,"Reviewed in Germany on July 10, 2018"
,JH,1.0 out of 5 stars,"

  Finger weg, Schuhe schrumpfen bei Wärme. Verkäufer lehnt Gewährleistung mit folgender Begründung ab:""Wir entschuldigen uns für Ihre schlechten Erfahrungen. Leider ist das Schrumpfen der Crocks jeden Sommer ein häufiges Problem. Wir verstehen Ihre Unzufriedenheit vollkommen und es ist unsere Politik, jeden Kundenanspruch zu untersuchen, aber in diesem Fall können wir nicht viel tun. Die Garantie von Crocs deckt keine physischen Schäden ab, die durch Missbrauch und falsche Handhabung durch den Benutzer verursacht wurden.Einige Fälle, in denen Crocs-Schuhe wahrscheinlich schrumpfen, sind:- wenn in einem heißen Auto gelassen;- wenn in der Spülmaschine gewaschen;- wenn draußen in der Sonne gelassen.Dies ist kein Herstellungsfehler.Im Internet finden Sie verschiedene Tutorials, mit denen Sie Ihre Schuhe reparieren und wieder anziehen können.""Die Schuhe wurden -naturgemäß- draussen gelagert, da sie als Gartenschuhe Verwendung finden sollten. Bei der ersten Hitzeperiode (35 Grad) sind sie geschrumpft und passen -vorher Gr. 46/47- nun noch Gr. 40. Wir haben seit vielen Jahren viele Modelle an Crocs, aber diese ""Qualität"" ist uns neu. Keine Kaufempfehlung!

",Size: 14 Women/12 MenColor: Black,35 people found this helpful,"Reviewed in Germany on July 11, 2019"
,Westyman,1.0 out of 5 stars,"

  Crocs sizing drives me mad. With both UK and US sizes and then even the UK sizes are incompatible with my feet. Normally a size 8 and knowing they're always on the large size I ordered a UK7 and this is still too big.

",Size: 10 Women/8 MenColor: Navy,9 people found this helpful,"Reviewed in the United Kingdom on April 29, 2018"
,Cocohoney,3.0 out of 5 stars,"

  They have changed the shape and feel of Classic Crocs which I think is a shame. I prefer the rounded wide front and squishiness of my old style crocs, these are considerably narrower at the front. I'm sure they have done this to try and make them less disagreeable to the anti-croccers, but actually they look more silly in their new slimline shape. They are also firmer- I preferred them soft.

",Size: 12 Women/10 MenColor: Black,16 people found this helpful,"Reviewed in the United Kingdom on March 26, 2016"
,ALF,1.0 out of 5 stars,"

  I ordered these for my husband as a Christmas present.  He is size 7 so clicked on that size.  When they arrived they were good quality but looked too big, so Christmas surprise spoilt for him as I had to ask him to try them on just in case they were OK - but no they were much to big.  When I checked to bottom of the Crocs it said size 8.When you order the sizing chart shows mens size 7/women size 8 which I presume is wrong as generally women have smaller feet but quite what determines which size you get who knows a crystal ball maybe. I have had to return them so a complete waste of my time and a Christmas surprise spoilt.I now have a dilemma,  do I re-order size 6 hoping to get size 7 or just forget the whole thing.I noticed in the reviews that the quality is not generally in question but that wrong sizing  is a frequent complaint so maybe time the production information was corrected and customers stopped wasting their time..

",Size: 10 Women/8 MenColor: Deep Green,,"Reviewed in the United Kingdom on November 29, 2020"
,Countess Perpetua,2.0 out of 5 stars,"

  Others have commented on the strange sizing of Crocs, which seems to depend on whether they're made in Italy or China. I already had a pair of size 7s, which are roomy, so I only wear them round the house and garden.  And my son wears them (he's a size 9).  I needed something big to wear following a broken ankle so ordered a pair of black size 7.  They arrived and were visibly much smaller than the ones I already had. Small pair made in Italy, large pair made in China, both purporting to be size 7.  Really annoying.  I exchanged for a size 8 which is about the right size on my 'normal' foot - but I'm not usually an 8!Surely such a well known brand should be able to get its sizing right!

",Size: 9 Women/7 MenColor: Black,32 people found this helpful,"Reviewed in the United Kingdom on April 2, 2013"
